gene_name;gi;pident;evalue;description
THTET00000008841;gi|408360195|sp|O43011.2|SYH_SCHPO;54.293;5.01E-134;"RecName: Full=Histidine--tRNA ligase, mitochondrial; AltName: Full=Histidyl-tRNA synthetase; Short=HisRS; Flags: Precursor"
THTET00000008813;gi|47116958|sp|Q9WTK5.1|NFKB2_MOUSE;28.328;4.89E-10;"RecName: Full=Nuclear factor NF-kappa-B p100 subunit; AltName: Full=DNA-binding factor KBF2; AltName: Full=Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2; Contains: RecName: Full=Nuclear factor NF-kappa-B p52 subunit"
THTET00000008764;gi|939319586|sp|D4AM78.1|CDA_ARTBC;42.202;2.08E-56;"RecName: Full=Chitin deacetylase ARB_04768; Flags: Precursor"
THTET00000008864;gi|30179649|sp|Q9ANP1.1|HYPD1_BRADU;34.722;0.34;RecName: Full=Hydrogenase maturation factor HypD1
THTET00000008654;gi|67460824|sp|Q6P2Q9.2|PRP8_HUMAN;72.642;0;"RecName: Full=Pre-mRNA-processing-splicing factor 8; AltName: Full=220 kDa U5 snRNP-specific protein; AltName: Full=PRP8 homolog; AltName: Full=Splicing factor Prp8; AltName: Full=p220"
THTET00000008766;gi|124015162|sp|Q9CW42.2|MARC1_MOUSE;25.434;8.49E-13;"RecName: Full=Mitochondrial amidoxime-reducing component 1; Short=mARC1; AltName: Full=Molybdenum cofactor sulfurase C-terminal domain-containing protein 1; Short=MOSC domain-containing protein 1; Short=Moco sulfurase C-terminal domain-containing protein 1"
THTET00000008578;gi|74582871|sp|O94388.1|VPS92_SCHPO;24.074;5.64E-17;"RecName: Full=Vacuolar protein sorting-associated protein 9b; AltName: Full=Vacuolar protein-targeting protein 9b"
THTET00000008578;gi|74582871|sp|O94388.1|VPS92_SCHPO;55.556;0.002;"RecName: Full=Vacuolar protein sorting-associated protein 9b; AltName: Full=Vacuolar protein-targeting protein 9b"
THTET00000008782;gi|229892106|sp|Q54BH5.2|Y3730_DICDI;27.338;9.02E-08;RecName: Full=PI-PLC X-box domain-containing protein DDB_G0293730
THTET00000008691;gi|1346224|sp|P23548.2|GUN_PAEPO;24.235;9.36E-14;"RecName: Full=Endoglucanase; AltName: Full=Cellulase; AltName: Full=Endo-1,4-beta-glucanase"
THTET00000008531;gi|6094117|sp|O14086.1|RPA49_SCHPO;26.202;1.57E-25;"RecName: Full=DNA-directed RNA polymerase I subunit rpa49; Short=RNA polymerase I subunit A49; AltName: Full=DNA-directed RNA polymerase I 49 kDa polypeptide"
THTET00000008854;gi|14285685|sp|O14734.1|ACOT8_HUMAN;23.955;5.98E-14;"RecName: Full=Acyl-coenzyme A thioesterase 8; Short=Acyl-CoA thioesterase 8; AltName: Full=Choloyl-coenzyme A thioesterase; AltName: Full=HIV-Nef-associated acyl-CoA thioesterase; AltName: Full=PTE-2; AltName: Full=Peroxisomal acyl-coenzyme A thioester hydrolase 1; Short=PTE-1; AltName: Full=Peroxisomal long-chain acyl-CoA thioesterase 1; AltName: Full=Thioesterase II; Short=hACTE-III; Short=hACTEIII; Short=hTE"
THTET00000008883;gi|74582014|sp|O14336.1|MUG80_SCHPO;25.806;1.17E-09;RecName: Full=Meiotically up-regulated gene 80 protein
THTET00000008728;gi|133844|sp|P27073.1|RS19_EMENI;82.482;1.36E-82;"RecName: Full=40S ribosomal protein S19; AltName: Full=S16"
THTET00000008905;gi|74666679|sp|Q4WAW8.1|FTME_ASPFU;31.927;1.33E-61;"RecName: Full=Fumitremorgin C synthase; AltName: Full=Fumitremorgin biosynthesis protein E"
THTET00000008714;gi|75174044|sp|Q9LF37.1|CLPB3_ARATH;34.043;0.096;"RecName: Full=Chaperone protein ClpB3, chloroplastic; AltName: Full=ATP-dependent Clp protease ATP-binding subunit ClpB homolog 3; AltName: Full=Casein lytic proteinase B3; AltName: Full=Protein ALBINO OR PALE GREEN 6; Flags: Precursor"
THTET00000008789;gi|123723756|sp|Q2J9L7.1|UREG_FRASC;33.766;9.5;RecName: Full=Urease accessory protein UreG
THTET00000008710;gi|29336993|sp|Q9RQ82.1|HISX_BUCMH;50;4.8;"RecName: Full=Histidinol dehydrogenase; Short=HDH"
THTET00000008645;gi|308189490|sp|Q6BKX6.2|AIM24_DEBHA;31.944;0.34;"RecName: Full=Altered inheritance of mitochondria protein 24, mitochondrial; Flags: Precursor"
THTET00000008555;gi|1175374|sp|Q09702.1|NRD1_SCHPO;48.435;2.02E-161;"RecName: Full=Negative regulator of differentiation 1; AltName: Full=Multicopy suppressor of sporulation protein msa2"
THTET00000008555;gi|1175374|sp|Q09702.1|NRD1_SCHPO;42.487;2.85E-40;"RecName: Full=Negative regulator of differentiation 1; AltName: Full=Multicopy suppressor of sporulation protein msa2"
THTET00000008559;gi|126284|sp|P11543.1|LIG5_PHACH;30;1;"RecName: Full=Ligninase LG5; AltName: Full=Diarylpropane peroxidase; AltName: Full=Lignin peroxidase; Flags: Precursor"
THTET00000008807;gi|2493172|sp|Q83950.1|V143_NPVOP;40;1;RecName: Full=ATP-dependent DNA helicase P143
THTET00000008880;gi|399809|sp|P15747.2|GSPH_KLEPN;26.582;0.14;"RecName: Full=Type II secretion system protein H; Short=T2SS protein H; AltName: Full=General secretion pathway protein H; AltName: Full=Pullulanase secretion protein PulH; Flags: Precursor"
THTET00000008594;gi|550544303|sp|Q0V8M0.3|KRI1_BOVIN;28.235;1.72E-17;RecName: Full=Protein KRI1 homolog
THTET00000008594;gi|550544303|sp|Q0V8M0.3|KRI1_BOVIN;26.772;0.001;RecName: Full=Protein KRI1 homolog
THTET00000008583;gi|122065120|sp|Q8R519.2|ACMSD_MOUSE;23.037;1.71E-14;"RecName: Full=2-amino-3-carboxymuconate-6-semialdehyde decarboxylase; AltName: Full=Picolinate carboxylase"
THTET00000008652;gi|44888985|sp|P19115.2|RS14_NEUCR;91.367;2.18E-86;"RecName: Full=40S ribosomal protein S14; AltName: Full=CRP2"
THTET00000008724;gi|1063797046|sp|Q4IBK5.2|PPIL2_GIBZE;65.058;0;"RecName: Full=Peptidyl-prolyl cis-trans isomerase-like 2; Short=PPIase; AltName: Full=Cyclophilin-60; AltName: Full=Cyclophilin-like protein Cyp-60; AltName: Full=RING-type E3 ubiquitin transferase isomerase-like 2; AltName: Full=Rotamase"
THTET00000008632;gi|74625920|sp|Q9UT91.1|RMP1_SCHPO;29.197;2.85E-07;"RecName: Full=Ribonuclease MRP protein subunit rmp1; AltName: Full=RNA-processing protein rmp1"
THTET00000008646;gi|15214080|sp|Q9UUG5.1|MLR1_SCHPO;31.126;1.46E-17;RecName: Full=Myosin regulatory light chain 1
THTET00000008776;gi|417332|sp|P32091.1|MUTT_STRAM;35.955;0.003;"RecName: Full=MutT-like protein; AltName: Full=ORF154"
THTET00000008847;gi|74996648|sp|Q54HP1.1|MYBQ_DICDI;31.343;0.89;RecName: Full=Myb-like protein Q
THTET00000008897;gi|81815531|sp|O31680.1|YKVO_BACSU;30;5.62E-11;RecName: Full=Uncharacterized oxidoreductase YkvO
THTET00000008756;gi|597439625|sp|Q7S1P9.3|RAD5_NEUCR;75.152;0;"RecName: Full=DNA repair protein rad5; AltName: Full=Mutagen-sensitive protein 41"
THTET00000008694;gi|417500|sp|P32332.1|OAC1_YEAST;56.333;3.65E-121;"RecName: Full=Mitochondrial oxaloacetate transport protein; AltName: Full=Mitochondrial carrier protein PMT"
THTET00000008603;gi|347595668|sp|Q08970.2|MMT2_YEAST;38.636;2.38E-60;"RecName: Full=Mitochondrial metal transporter 2; Flags: Precursor"
THTET00000008533;gi|24211972|sp|Q12019.1|MDN1_YEAST;45.435;0;"RecName: Full=Midasin; AltName: Full=Dynein-related AAA-ATPase REA1; AltName: Full=MIDAS-containing protein; AltName: Full=Ribosome export/assembly protein 1"
THTET00000008533;gi|24211972|sp|Q12019.1|MDN1_YEAST;25.735;0;"RecName: Full=Midasin; AltName: Full=Dynein-related AAA-ATPase REA1; AltName: Full=MIDAS-containing protein; AltName: Full=Ribosome export/assembly protein 1"
THTET00000008837;gi|75009952|sp|Q7KWK5.1|PRP19_DICDI;36.289;1.58E-84;"RecName: Full=Pre-mRNA-processing factor 19; AltName: Full=PRP19/PSO4 homolog; AltName: Full=RING-type E3 ubiquitin transferase PRP19"
THTET00000008878;gi|133127|sp|P28778.1|RT06_YEAST;36.364;5.55E-15;"RecName: Full=37S ribosomal protein MRP17, mitochondrial; AltName: Full=Mitochondrial small ribosomal subunit protein bS6m; AltName: Full=YmS16"
THTET00000008669;gi|729967|sp|P40202.1|CCS1_YEAST;35.317;3.80E-48;RecName: Full=Superoxide dismutase 1 copper chaperone
THTET00000008850;gi|116241246|sp|P16157.3|ANK1_HUMAN;28.03;2.01E-17;"RecName: Full=Ankyrin-1; Short=ANK-1; AltName: Full=Ankyrin-R; AltName: Full=Erythrocyte ankyrin"
THTET00000008850;gi|116241246|sp|P16157.3|ANK1_HUMAN;31.937;2.74E-14;"RecName: Full=Ankyrin-1; Short=ANK-1; AltName: Full=Ankyrin-R; AltName: Full=Erythrocyte ankyrin"
THTET00000008850;gi|116241246|sp|P16157.3|ANK1_HUMAN;30.317;1.80E-12;"RecName: Full=Ankyrin-1; Short=ANK-1; AltName: Full=Ankyrin-R; AltName: Full=Erythrocyte ankyrin"
THTET00000008850;gi|116241246|sp|P16157.3|ANK1_HUMAN;32.086;3.46E-12;"RecName: Full=Ankyrin-1; Short=ANK-1; AltName: Full=Ankyrin-R; AltName: Full=Erythrocyte ankyrin"
THTET00000008850;gi|116241246|sp|P16157.3|ANK1_HUMAN;29.897;1.74E-11;"RecName: Full=Ankyrin-1; Short=ANK-1; AltName: Full=Ankyrin-R; AltName: Full=Erythrocyte ankyrin"
THTET00000008850;gi|116241246|sp|P16157.3|ANK1_HUMAN;29.439;3.71E-10;"RecName: Full=Ankyrin-1; Short=ANK-1; AltName: Full=Ankyrin-R; AltName: Full=Erythrocyte ankyrin"
THTET00000008850;gi|116241246|sp|P16157.3|ANK1_HUMAN;36.559;1.47E-05;"RecName: Full=Ankyrin-1; Short=ANK-1; AltName: Full=Ankyrin-R; AltName: Full=Erythrocyte ankyrin"
THTET00000008850;gi|116241246|sp|P16157.3|ANK1_HUMAN;38.71;0.009;"RecName: Full=Ankyrin-1; Short=ANK-1; AltName: Full=Ankyrin-R; AltName: Full=Erythrocyte ankyrin"
THTET00000008575;gi|73919274|sp|Q58DM8.1|ECHM_BOVIN;51.37;2.17E-97;"RecName: Full=Enoyl-CoA hydratase, mitochondrial; AltName: Full=Enoyl-CoA hydratase 1; AltName: Full=Short-chain enoyl-CoA hydratase; Short=SCEH; Flags: Precursor"
THTET00000008815;gi|75014085|sp|Q86IC9.1|CAMT1_DICDI;26.389;0.018;"RecName: Full=Probable caffeoyl-CoA O-methyltransferase 1; AltName: Full=O-methyltransferase 5"
THTET00000008861;gi|731409|sp|P39992.1|YEC3_YEAST;28.4;2.78E-12;RecName: Full=Uncharacterized protein YEL023C
THTET00000008861;gi|731409|sp|P39992.1|YEC3_YEAST;38.776;0.007;RecName: Full=Uncharacterized protein YEL023C
THTET00000008868;gi|1171741|sp|P42882.1|NMT1_ASPPA;53.571;0.001;"RecName: Full=4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=Hydroxymethylpyrimidine phosphate synthase; AltName: Full=Thiamine pyrimidine synthase"
THTET00000008892;gi|90185194|sp|Q608L5.1|GLGB_METCA;28.571;1.6;"RecName: Full=1,4-alpha-glucan branching enzyme GlgB; AltName: Full=1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase; AltName: Full=Alpha-(1->4)-glucan branching enzyme; AltName: Full=Glycogen branching enzyme; Short=BE"
THTET00000008548;gi|1717749|sp|P47946.2|TRK1_SCHPO;38.936;9.45E-161;RecName: Full=Potassium transport protein 1
THTET00000008686;gi|442570023|sp|Q75D88.2|SET1_ASHGO;25;2.5;"RecName: Full=Histone-lysine N-methyltransferase, H3 lysine-4 specific; AltName: Full=COMPASS component SET1; AltName: Full=SET domain-containing protein 1"
THTET00000008550;gi|294956468|sp|A1CC12.1|AGUA_ASPCL;25.641;1.3;"RecName: Full=Probable alpha-glucuronidase A; AltName: Full=Alpha-glucosiduronase A; Flags: Precursor"
THTET00000008628;gi|353526255|sp|P83778.2|MDHC_CANAL;58.806;4.28E-128;RecName: Full=Malate dehydrogenase, cytoplasmic
THTET00000008794;gi|131500|sp|P09323.1|PTW3C_ECOLI;38.235;2.3;"RecName: Full=PTS system N-acetylglucosamine-specific EIICBA component; AltName: Full=EIICBA-Nag; Short=EII-Nag; Includes: RecName: Full=N-acetylglucosamine permease IIC component; AltName: Full=PTS system N-acetylglucosamine-specific EIIC component; Includes: RecName: Full=N-acetylglucosamine-specific phosphotransferase enzyme IIB component; AltName: Full=PTS system N-acetylglucosamine-specific EIIB component; Includes: RecName: Full=N-acetylglucosamine-specific phosphotransferase enzyme IIA component; AltName: Full=PTS system N-acetylglucosamine-specific EIIA component"
THTET00000008566;gi|408360135|sp|Q00PI9.2|HNRL2_MOUSE;33.929;7.3;"RecName: Full=Heterogeneous nuclear ribonucleoprotein U-like protein 2; AltName: Full=MLF1-associated nuclear protein"
THTET00000008828;gi|1279751577|sp|A0A084B9Z2.1|SAT4_STACB;28.326;1.16E-11;RecName: Full=Satratoxin biosynthesis SC1 cluster protein 4
THTET00000008662;gi|998490970|sp|G4N5Q2.2|CON7_MAGO7;58.242;3.87E-112;RecName: Full=C2H2 finger domain transcription factor CON7
THTET00000008887;gi|1174686|sp|P42115.1|THIO_NEUCR;64.341;1.02E-57;"RecName: Full=Thioredoxin; Short=Trx"
THTET00000008817;gi|166199214|sp|A1AX38.1|RPPH_RUTMC;41.509;3.02E-04;"RecName: Full=RNA pyrophosphohydrolase; AltName: Full=(Di)nucleoside polyphosphate hydrolase"
THTET00000008613;gi|121774515|sp|Q25BW4.1|BGL1B_PHACH;57.627;0;"RecName: Full=Beta-glucosidase 1B; AltName: Full=Cellobiase 1B"
THTET00000008672;gi|55976522|sp|Q8CH72.2|TRI32_MOUSE;29.412;3.6;"RecName: Full=E3 ubiquitin-protein ligase TRIM32; AltName: Full=RING-type E3 ubiquitin transferase TRIM32; AltName: Full=Tripartite motif-containing protein 32"
THTET00000008541;gi|44887884|sp|Q8VBV4.1|FBXW7_MOUSE;45.024;3.08E-57;"RecName: Full=F-box/WD repeat-containing protein 7; AltName: Full=F-box and WD-40 domain-containing protein 7; AltName: Full=F-box protein FBW7; AltName: Full=F-box protein Fbxw6; AltName: Full=F-box-WD40 repeat protein 6; AltName: Full=SEL-10"
THTET00000008541;gi|44887884|sp|Q8VBV4.1|FBXW7_MOUSE;41.711;1.42E-43;"RecName: Full=F-box/WD repeat-containing protein 7; AltName: Full=F-box and WD-40 domain-containing protein 7; AltName: Full=F-box protein FBW7; AltName: Full=F-box protein Fbxw6; AltName: Full=F-box-WD40 repeat protein 6; AltName: Full=SEL-10"
THTET00000008541;gi|44887884|sp|Q8VBV4.1|FBXW7_MOUSE;37.436;3.71E-32;"RecName: Full=F-box/WD repeat-containing protein 7; AltName: Full=F-box and WD-40 domain-containing protein 7; AltName: Full=F-box protein FBW7; AltName: Full=F-box protein Fbxw6; AltName: Full=F-box-WD40 repeat protein 6; AltName: Full=SEL-10"
THTET00000008826;gi|74627945|sp|Q6UEH3.1|AFLT_ASPPU;47.66;1.84E-153;"RecName: Full=Efflux pump aflT; AltName: Full=Aflatoxin biosynthesis protein T"
THTET00000008900;gi|75042099|sp|Q5RBY6.1|SPICE_PONAB;35.417;2.1;"RecName: Full=Spindle and centriole-associated protein 1; AltName: Full=Coiled-coil domain-containing protein 52"
THTET00000008716;gi|62287343|sp|O74335.2|RGA5_SCHPO;46.032;1.06E-61;RecName: Full=Rho-GTPase-activating protein 5
THTET00000008734;gi|82000203|sp|Q5UQK3.1|YR405_MIMIV;31.707;0.58;RecName: Full=Putative RNA methyltransferase R405
THTET00000008697;gi|30316285|sp|Q9C167.2|RIR2_NEUCR;86.506;0;"RecName: Full=Ribonucleoside-diphosphate reductase small chain; AltName: Full=Ribonucleotide reductase small subunit"
THTET00000008788;gi|384872663|sp|Q6LA54.2|YF48_SCHPO;36.185;4.96E-109;RecName: Full=Uncharacterized WD repeat-containing protein C3H5.08c
THTET00000008899;gi|121787226|sp|Q2H7U1.1|KATG_CHAGB;85.56;0;"RecName: Full=Catalase-peroxidase; Short=CP; AltName: Full=Peroxidase/catalase"
THTET00000008821;gi|1723371|sp|Q01336.1|YCR2_ESCVU;56.522;0;RecName: Full=Uncharacterized family 31 glucosidase ORF2
THTET00000008641;gi|229890700|sp|Q5BGR2.2|MESA_EMENI;55.185;0;RecName: Full=Protein mesA
THTET00000008658;gi|586830449|sp|Q7S304.2|BRE1_NEUCR;31.373;1.2;"RecName: Full=E3 ubiquitin-protein ligase bre1; AltName: Full=RING-type E3 ubiquitin transferase bre1"
THTET00000008767;gi|1177049|sp|P46974.1|RSF2_YEAST;45.528;3.20E-23;"RecName: Full=Respiration factor 2; AltName: Full=Zinc finger protein ZMS1"
THTET00000008767;gi|1177049|sp|P46974.1|RSF2_YEAST;20.751;1.10E-05;"RecName: Full=Respiration factor 2; AltName: Full=Zinc finger protein ZMS1"
THTET00000008830;gi|226722535|sp|B5YIR0.1|GLGC_THEYD;31.148;3.6;"RecName: Full=Glucose-1-phosphate adenylyltransferase; AltName: Full=ADP-glucose pyrophosphorylase; Short=ADPGlc PPase; AltName: Full=ADP-glucose synthase"
THTET00000008785;gi|1133968731|sp|I1RL06.1|ZRA1_GIBZE;45.741;0;RecName: Full=ZEB2-regulated ABC transporter 1
THTET00000008778;gi|353678020|sp|C4YNQ5.1|CARP3_CANAW;34.091;1.00E-41;"RecName: Full=Candidapepsin-3; AltName: Full=ACP 3; AltName: Full=Aspartate protease 3; AltName: Full=Secreted aspartic protease 3; Flags: Precursor"
THTET00000008719;gi|51704247|sp|P00908.2|TRPG_NEUCR;81.144;0;"RecName: Full=Multifunctional tryptophan biosynthesis protein; Includes: RecName: Full=Anthranilate synthase component 2; Short=AS; AltName: Full=Anthranilate synthase, glutamine amidotransferase component; Includes: RecName: Full=Indole-3-glycerol phosphate synthase; Short=IGPS; Includes: RecName: Full=N-(5'-phosphoribosyl)anthranilate isomerase; Short=PRAI"
THTET00000008832;gi|259551461|sp|A0L579.1|QUEA_MAGMM;32.432;0.7;"RecName: Full=S-adenosylmethionine:tRNA ribosyltransferase-isomerase; AltName: Full=Queuosine biosynthesis protein QueA"
THTET00000008839;gi|123611601|sp|Q3SHU1.1|ORN_THIDA;24.51;2.5;RecName: Full=Oligoribonuclease
THTET00000008888;gi|115305780|sp|Q2Y8L6.1|SYE_NITMU;29.63;4.1;"RecName: Full=Glutamate--tRNA ligase; AltName: Full=Glutamyl-tRNA synthetase; Short=GluRS"
THTET00000008663;gi|122273390|sp|Q043G6.1|ADDA_LACGA;42.308;5.9;"RecName: Full=ATP-dependent helicase/nuclease subunit A; AltName: Full=ATP-dependent helicase/nuclease AddA"
THTET00000008586;gi|110808207|sp|Q2KI83.1|DJC17_BOVIN;32.667;9.40E-08;RecName: Full=DnaJ homolog subfamily C member 17
THTET00000008552;gi|82184232|sp|Q6GNJ8.1|VPS72_XENLA;28.163;1.15E-06;"RecName: Full=Vacuolar protein sorting-associated protein 72 homolog; AltName: Full=Transcription factor-like 1"
THTET00000008573;gi|391358161|sp|Q9US06.2|PAF1_SCHPO;28.704;4.59E-24;RecName: Full=RNA polymerase II-associated protein 1 homolog
THTET00000008760;gi|10720084|sp|Q9Y7M4.2|LSM3_SCHPO;65.169;1.34E-34;RecName: Full=Probable U6 snRNA-associated Sm-like protein LSm3
THTET00000008876;gi|586830525|sp|Q7SB97.3|MVP1_NEUCR;65.309;0;"RecName: Full=Sorting nexin mvp1; AltName: Full=Vacuolar sorting protein 1"
THTET00000008773;gi|586946339|sp|P0CT47.1|Y1780_CHATD;68.38;0;RecName: Full=Uncharacterized protein CTHT_0071780
THTET00000008773;gi|586946339|sp|P0CT47.1|Y1780_CHATD;66.181;3.05E-153;RecName: Full=Uncharacterized protein CTHT_0071780
THTET00000008759;gi|347602416|sp|D2XV59.1|GTPB1_RAT;47.426;3.41E-173;RecName: Full=GTP-binding protein 1
THTET00000008631;gi|61252265|sp|P78706.2|RCO1_NEUCR;73.496;0;RecName: Full=Transcriptional repressor rco-1
THTET00000008810;gi|13432122|sp|P80884.2|ANAN_ANACO;28.571;5.67E-16;"RecName: Full=Ananain; Flags: Precursor"
THTET00000008638;gi|8488998|sp|P50527.2|STE20_SCHPO;27.876;4.39E-16;RecName: Full=Serine/threonine-protein kinase shk1/pak1
THTET00000008863;gi|68565756|sp|Q6PR54.2|RIF1_MOUSE;22.115;0.25;"RecName: Full=Telomere-associated protein RIF1; AltName: Full=Rap1-interacting factor 1 homolog; Short=mRif1"
THTET00000008894;gi|12229748|sp|O94722.1|CTR4_SCHPO;34.518;7.15E-34;"RecName: Full=Copper transport protein ctr4; Short=Copper transporter 4"
THTET00000008704;gi|110808258|sp|Q4IB63.1|GPI10_GIBZE;52.139;0;"RecName: Full=GPI mannosyltransferase 3; AltName: Full=GPI mannosyltransferase III; Short=GPI-MT-III; AltName: Full=Glycosylphosphatidylinositol-anchor biosynthesis protein 10"
THTET00000008543;gi|118774|sp|P12000.1|DNLI1_SCHPO;54.268;0;"RecName: Full=DNA ligase 1; AltName: Full=DNA ligase I; AltName: Full=Polydeoxyribonucleotide synthase [ATP] 1"
THTET00000008670;gi|6685674|sp|O77775.1|NCF2_BOVIN;38.991;1.28E-39;"RecName: Full=Neutrophil cytosol factor 2; Short=NCF-2; AltName: Full=67 kDa neutrophil oxidase factor; AltName: Full=Neutrophil NADPH oxidase factor 2; AltName: Full=p67-phox"
THTET00000008561;gi|75171647|sp|Q9FMD3.1|PP389_ARATH;22.059;1.00E-16;"RecName: Full=Pentatricopeptide repeat-containing protein At5g16640, mitochondrial; Flags: Precursor"
THTET00000008561;gi|75171647|sp|Q9FMD3.1|PP389_ARATH;21.429;2.49E-07;"RecName: Full=Pentatricopeptide repeat-containing protein At5g16640, mitochondrial; Flags: Precursor"
THTET00000008561;gi|75171647|sp|Q9FMD3.1|PP389_ARATH;19.748;2.18E-06;"RecName: Full=Pentatricopeptide repeat-containing protein At5g16640, mitochondrial; Flags: Precursor"
THTET00000008799;gi|980958298|sp|D4AK18.2|A4619_ARTBC;62.255;4.89E-84;"RecName: Full=Uncharacterized secreted protein ARB_06907; Flags: Precursor"
THTET00000008845;gi|408360171|sp|O94565.2|OMH4_SCHPO;46.19;4.15E-134;RecName: Full=O-glycoside alpha-1,2-mannosyltransferase homolog 4
THTET00000008656;gi|74698399|sp|Q9UR24.1|RHP26_SCHPO;43.029;0;"RecName: Full=DNA repair protein rhp26; AltName: Full=RAD26 homolog"
THTET00000008718;gi|857217588|sp|G0SFH5.1|NU188_CHATD;60.909;0;"RecName: Full=Nucleoporin NUP188; AltName: Full=Nuclear pore protein NUP188"
THTET00000008801;gi|30316387|sp|Q9H1R2.4|DUS15_HUMAN;37.288;1.2;"RecName: Full=Dual specificity protein phosphatase 15; AltName: Full=VH1-related member Y; AltName: Full=Vaccinia virus VH1-related dual-specific protein phosphatase Y"
THTET00000008680;gi|261263167|sp|B6QHL4.1|EFGM_PENMQ;27.273;0.13;"RecName: Full=Elongation factor G, mitochondrial; Short=EF-Gmt; AltName: Full=Elongation factor G 1, mitochondrial; Short=mEF-G 1; AltName: Full=Elongation factor G1; Flags: Precursor"
THTET00000008615;gi|218512030|sp|Q6BPN7.2|ERFD_DEBHA;29.444;1.39E-11;RecName: Full=Ras modification protein ERF4
THTET00000008621;gi|74676076|sp|O74400.1|YOCE_SCHPO;36.276;4.02E-123;RecName: Full=Uncharacterized RNA-binding protein C4F6.14
THTET00000008792;gi|1351690|sp|Q10072.1|YAN6_SCHPO;28.736;4.72E-35;RecName: Full=Uncharacterized transporter C3H1.06c
